 0.8 | 0.78816 | 0.79104 | 0.79391 | 0.79674 | 0.79956 | 0.80235 | 0.80512 | 0.80786 | 0.81058 | 0.81328 |
 0.9 | 0.81595 | 0.81860 | 0.82123 | 0.82383 | 0.82640 | 0.82896 | 0.83148 | 0.83399 | 0.83647 | 0.83893 |
 1.0 | 0.84136 | 0.84376 | 0.84615 | 0.84851 | 0.85084 | 0.85315 | 0.85544 | 0.85770 | 0.85994 | 0.86215 |
 1.1 | 0.86434 | 0.86651 | 0.86865 | 0.87077 | 0.87287 | 0.87494 | 0.87699 | 0.87901 | 0.88101 | 0.88299 |
 1.2 | 0.88494 | 0.88687 | 0.88878 | 0.89066 | 0.89252 | 0.89436 | 0.89617 | 0.89797 | 0.89974 | 0.90148 |
 1.3 | 0.90321 | 0.90491 | 0.90659 | 0.90825 | 0.90989 | 0.91150 | 0.91309 | 0.91466 | 0.91621 | 0.91774 |
 1.4 | 0.91925 | 0.92074 | 0.92220 | 0.92365 | 0.92507 | 0.92648 | 0.92786 | 0.92923 | 0.93057 | 0.93189 |
 1.5 | 0.93320 | 0.93448 | 0.93575 | 0.93700 | 0.93823 | 0.93944 | 0.94063 | 0.94180 | 0.94295 | 0.94409 |
 1.6 | 0.94521 | 0.94631 | 0.94739 | 0.94845 | 0.94950 | 0.95053 | 0.95155 | 0.95255 | 0.95353 | 0.95449 |
 1.7 | 0.95544 | 0.95637 | 0.95729 | 0.95819 | 0.95907 | 0.95995 | 0.96080 | 0.96164 | 0.96247 | 0.96328 |
 1.8 | 0.96407 | 0.96486 | 0.96562 | 0.96638 | 0.96712 | 0.96785 | 0.96856 | 0.96926 | 0.96995 | 0.97062 |
 1.9 | 0.97129 | 0.97194 | 0.97257 | 0.97320 | 0.97381 | 0.97441 | 0.97501 | 0.97558 | 0.97615 | 0.97671 |
 2.0 | 0.97725 | 0.97779 | 0.97831 | 0.97882 | 0.97933 | 0.97982 | 0.98030 | 0.98078 | 0.98124 | 0.98169 |
 2.1 | 0.98214 | 0.98257 | 0.98300 | 0.98342 | 0.98382 | 0.98422 | 0.98462 | 0.98500 | 0.98537 | 0.98574 |
 2.2 | 0.98610 | 0.98645 | 0.98679 | 0.98713 | 0.98746 | 0.98778 | 0.98809 | 0.98840 | 0.98870 | 0.98899 |
 2.3 | 0.98928 | 0.98956 | 0.98983 | 0.99010 | 0.99036 | 0.99061 | 0.99086 | 0.99111 | 0.99134 | 0.99158 |
 2.4 | 0.99180 | 0.99202 | 0.99224 | 0.99245 | 0.99266 | 0.99286 | 0.99305 | 0.99325 | 0.99343 | 0.99361 |
 2.5 | 0.99379 | 0.99396 | 0.99413 | 0.99430 | 0.99446 | 0.99461 | 0.99477 | 0.99492 | 0.99506 | 0.99520 |
 2.6 | 0.99534 | 0.99547 | 0.99560 | 0.99573 | 0.99586 | 0.99598 | 0.99609 | 0.99621 | 0.99632 | 0.99643 |
 2.7 | 0.99653 | 0.99664 | 0.99674 | 0.99683 | 0.99693 | 0.99702 | 0.99711 | 0.99720 | 0.99728 | 0.99737 |
 2.8 | 0.99745 | 0.99752 | 0.99760 | 0.99767 | 0.99774 | 0.99781 | 0.99788 | 0.99795 | 0.99801 | 0.99807 |
 2.9 | 0.99813 | 0.99819 | 0.99825 | 0.99831 | 0.99836 | 0.99841 | 0.99846 | 0.99851 | 0.99856 | 0.99861 |
 3.0 | 0.99865 | 0.99869 | 0.99874 | 0.99878 | 0.99882 | 0.99886 | 0.99889 | 0.99893 | 0.99897 | 0.99900 |
 3.1 | 0.99903 | 0.99906 | 0.99910 | 0.99913 | 0.99916 | 0.99918 | 0.99921 | 0.99924 | 0.99926 | 0.99929 |
 3.2 | 0.99931 | 0.99934 | 0.99936 | 0.99938 | 0.99940 | 0.99942 | 0.99944 | 0.99946 | 0.99948 | 0.99950 |
 3.3 | 0.99952 | 0.99953 | 0.99955 | 0.99957 | 0.99958 | 0.99960 | 0.99961 | 0.99962 | 0.99964 | 0.99965 |
 3.4 | 0.99966 | 0.99968 | 0.99969 | 0.99970 | 0.99971 | 0.99972 | 0.99973 | 0.99974 | 0.99975 | 0.99976 |
 3.5 | 0.99977 | 0.99978 | 0.99978 | 0.99979 | 0.99980 | 0.99981 | 0.99981 | 0.99982 | 0.99983 | 0.99983 |
 3.6 | 0.99984 | 0.99985 | 0.99985 | 0.99986 | 0.99986 | 0.99987 | 0.99987 | 0.99988 | 0.99988 | 0.99989 |
 3.7 | 0.99989 | 0.99990 | 0.99990 | 0.99990 | 0.99991 | 0.99991 | 0.99992 | 0.99992 | 0.99992 | 0.99992 |
 3.8 | 0.99993 | 0.99993 | 0.99993 | 0.99994 | 0.99994 | 0.99994 | 0.99994 | 0.99995 | 0.99995 | 0.99995 |
 3.9 | 0.99995 | 0.99995 | 0.99996 | 0.99996 | 0.99996 | 0.99996 | 0.99996 | 0.99996 | 0.99997 | 0.99997 |
 4.0 | 0.99997 | 0.99997 | 0.99997 | 0.99997 | 0.99997 | 0.99997 | 0.99998 | 0.99998 | 0.99998 | 0.99998 |
